project_id,project_type,project_scale,project_duration_years,complexity_index,initial_investment,tax_rate,risk_index,year,inflation_rate,market_growth_rate,revenue,operating_cost,capex,working_capital,cash_flow
P0233,Infrastructure,Medium,4,0.71,240788872.45,0.18,0.14,1,0.06,0.14,48482759.04,30419420.47,38940793.3,4709405.58,-30574016.82
P0233,Infrastructure,Medium,4,0.71,240788872.45,0.18,0.14,2,0.08,0.02,57093861.79,34886196.15,12502399.36,4911850.58,5940864.18
P0233,Infrastructure,Medium,4,0.71,240788872.45,0.18,0.14,3,0.06,0.01,72643532.99,43117299.47,8497237.19,6741459.84,14656512.43
P0233,Infrastructure,Medium,4,0.71,240788872.45,0.18,0.14,4,0.05,0.02,62078233.9,37390164.93,6439768.45,6216734.06,14911920.86
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,1,0.06,0.06,34199798.71,24354089.61,7014970.74,1472974.04,-591585.17
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,2,0.06,0.03,51255160.68,33424273.09,1893626.95,2342822.81,11437416.95
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,3,0.07,0.08,55414989.48,40701892.24,1876543.53,2485375.11,9090933.52
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,4,0.07,-0.01,52116178.17,33670635.79,1650926.97,2306300.81,13896670.83
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,5,0.03,0.04,73660525.81,48292411.27,3903949.69,3310373.43,15153451.45
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,6,0.05,0.08,79319704.19,51292717.7,874777.5,3563498.26,22389156.45
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,7,0.05,0.05,64734446.81,42352350.25,1205621.45,2875243.61,18008888.2
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,8,0.03,0.11,74449846.97,50181300.32,3059210.54,3296587.93,15922667.11
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,9,0.08,0.03,62600832.64,41195086.24,2566023.86,3043790.79,15016187.08
P0234,Manufacturing,Medium,10,0.49,67148901.2,0.2,0.15,10,0.05,0.12,78598690.65,54939270.68,1220746.82,3501211.77,17701959.52
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,1,0.05,0.0,12973958.75,7658708.49,5383133.96,915977.29,-2503340.49
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,2,0.04,0.04,26281766.86,16250132.13,3619750.32,1994632.69,2404534.0
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,3,0.06,0.06,32580306.45,19299071.28,1876864.19,2317280.18,7434761.66
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,4,0.02,0.12,36836667.75,22385042.63,2854345.21,2668796.97,6885950.61
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,5,0.02,0.06,34434783.42,21798592.02,2526274.97,2512220.88,6131562.41
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,6,0.05,0.08,34907921.44,21216334.92,3558324.85,2537291.03,5672723.53
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,7,0.06,0.06,32752220.82,19851673.19,2447999.23,2406194.43,6522181.09
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,8,0.05,0.12,44830380.09,25300733.43,1480915.25,3711311.35,11688216.14
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,9,0.02,0.11,32503682.51,17855257.67,1506205.25,2427565.23,10530950.63
P0235,Infrastructure,Large,10,0.47,68480506.42,0.3,0.69,10,0.06,0.04,32229976.44,18693267.79,1732996.38,2458297.14,7731624.17
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,1,0.04,0.09,12386799.86,9862966.93,6877583.81,1472406.0,-6412322.4
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,2,0.05,0.06,16880844.88,15676077.6,4574669.31,1971654.9,-4378575.61
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,3,0.04,0.05,19969012.36,15380686.05,3244002.82,2208166.69,177119.58
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,4,0.08,0.02,22721893.55,19496194.79,4540940.76,2479909.68,-2374230.2
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,5,0.05,0.04,21190041.67,16717886.87,4964515.5,2376521.76,-1320415.85
P0236,Infrastructure,Medium,6,0.61,77164275.82,0.2,0.68,6,0.06,0.04,18703023.33,15530791.63,998647.32,2101741.6,1781644.62
P0237,Healthcare,Medium,4,0.25,107888890.78,0.31,0.33,1,0.02,0.13,39487854.98,21504208.27,7359512.88,2404663.88,2643638.72
P0237,Healthcare,Medium,4,0.25,107888890.78,0.31,0.33,2,0.04,0.01,45791523.89,26315304.41,1782034.93,2893650.08,11707311.65
P0237,Healthcare,Medium,4,0.25,107888890.78,0.31,0.33,3,0.07,0.07,65457552.65,38253877.21,4500014.0,4085789.73,13315957.7
P0237,Healthcare,Medium,4,0.25,107888890.78,0.31,0.33,4,0.07,0.09,63231345.57,36263455.38,3110156.25,3590068.61,16324822.71
P0238,Manufacturing,Medium,5,0.53,44294475.35,0.24,0.74,1,0.05,0.08,16681747.93,11329828.86,2384097.97,1966606.75,-315679.48
P0238,Manufacturing,Medium,5,0.53,44294475.35,0.24,0.74,2,0.06,0.07,33467491.32,23864755.74,1817875.35,4821546.85,2572420.85
P0238,Manufacturing,Medium,5,0.53,44294475.35,0.24,0.74,3,0.06,0.02,35415185.08,25316885.01,1656278.79,3873282.39,6867488.82
P0238,Manufacturing,Medium,5,0.53,44294475.35,0.24,0.74,4,0.09,0.05,34484095.82,24287146.21,1483742.22,4369429.11,5924849.13
P0238,Manufacturing,Medium,5,0.53,44294475.35,0.24,0.74,5,0.05,0.09,39599290.78,31039763.68,979029.13,5095233.14,5038699.19
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,1,0.06,0.02,38096707.66,18395704.07,18050322.29,2917020.69,-5332113.41
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,2,0.06,0.13,70888278.32,30075133.48,5680500.89,5481606.42,22453893.58
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,3,0.02,0.08,76043351.07,34221185.11,2225010.88,6319954.52,28845530.62
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,4,0.06,0.12,95317232.66,39517183.71,1781310.53,8328255.47,43801931.4
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,5,0.04,0.15,90665117.04,44100828.09,6436685.14,7513884.87,31113400.36
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,6,0.05,0.07,97589948.06,42564778.3,2315228.56,7469788.27,37231313.9
P0239,Real Estate,Small,7,0.62,139447096.73,0.22,0.22,7,0.06,0.06,96837405.16,43486736.52,3829945.21,8622826.98,38842217.8
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,1,0.07,0.09,6906336.52,3868763.21,2645951.73,851700.45,-1305570.12
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,2,0.05,0.03,10428680.48,6095167.38,601705.28,1360929.91,1969448.25
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,3,0.05,0.09,12570630.46,7185158.74,1204792.33,1720659.32,2448227.84
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,4,0.07,0.03,13363453.56,7997560.89,2332423.82,1813345.5,1372606.67
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,5,0.06,0.11,13078453.75,7692577.27,1576040.65,1711313.51,2258324.37
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,6,0.05,0.01,12741570.66,7038766.54,1089610.34,1701590.93,2880969.09
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,7,0.05,0.01,12415542.11,7340015.56,1373905.72,1581644.53,2463358.67
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,8,0.07,0.04,12077536.18,7209758.79,1899505.66,1416706.39,1716152.65
P0240,Manufacturing,Medium,9,0.42,37500495.4,0.28,0.64,9,0.05,0.1,13802882.03,7855338.55,221419.9,1805934.32,3976012.95
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,1,0.07,0.06,10083492.87,4355129.73,5350706.8,822822.07,-1668156.99
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,2,0.06,0.07,17847133.28,8503992.14,3431541.34,1564322.18,3136377.14
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,3,0.03,0.04,19206983.02,8676673.84,3188719.08,1867368.45,4973592.06
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,4,0.07,0.06,21705138.19,8554276.32,3021862.48,1834109.17,7934709.18
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,5,0.09,0.08,21033562.26,9123087.76,1478846.54,1760737.93,8019229.24
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,6,0.06,0.01,22936880.52,9800011.25,1871135.99,1856187.83,8038403.47
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,7,0.05,0.05,22553456.16,9649398.07,2095258.75,1948840.35,7772409.58
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,8,0.09,0.0,19768429.21,8644903.14,3058737.39,1617703.78,6392592.84
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,9,0.1,0.05,20811059.97,9257529.39,2896322.23,1768584.39,5778524.36
P0241,Real Estate,Small,10,0.4,58764996.94,0.21,0.29,10,0.04,0.08,20180769.62,9352125.62,1113218.28,1768535.68,7273840.53
P0242,Technology,Medium,5,0.26,47451713.88,0.24,0.5,1,0.08,0.04,13856143.63,6527557.63,7128168.87,779931.41,-2182525.53
P0242,Technology,Medium,5,0.26,47451713.88,0.24,0.5,2,0.05,0.05,21515293.22,10140712.52,1091360.03,1208375.45,7234994.56
P0242,Technology,Medium,5,0.26,47451713.88,0.24,0.5,3,0.06,0.04,20874885.26,9798730.66,714298.56,1235288.5,8102719.28
P0242,Technology,Medium,5,0.26,47451713.88,0.24,0.5,4,0.03,0.1,22123448.72,9539721.33,1111106.24,1173415.46,8976644.74
P0242,Technology,Medium,5,0.26,47451713.88,0.24,0.5,5,0.03,0.06,28108841.94,13363272.93,1003561.24,1583963.74,10223530.55
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,1,0.07,0.09,48324859.78,22993432.28,8032863.94,3076014.28,6841966.5
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,2,0.08,0.02,52816833.84,25642860.7,1562244.59,3369361.32,16907546.01
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,3,0.02,0.06,70513871.37,34384571.13,1283565.06,4193445.07,23460200.95
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,4,0.07,0.05,78919838.68,38403561.1,2419893.46,5193963.36,25378687.4
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,5,0.06,0.06,80281529.72,45713020.36,2564151.54,5562279.85,22512794.34
P0243,Technology,Large,6,0.32,69201936.92,0.29,0.5,6,0.03,0.04,85444007.68,42200185.03,542892.85,4997683.91,30222656.26
P0244,Energy,Medium,4,0.65,194356676.14,0.24,0.37,1,0.08,0.05,47468936.64,19912941.02,26657145.98,3540787.54,-9133758.72
P0244,Energy,Medium,4,0.65,194356676.14,0.24,0.37,2,0.06,0.04,77823234.95,34373180.72,12190215.87,5748491.89,19751076.28
P0244,Energy,Medium,4,0.65,194356676.14,0.24,0.37,3,0.07,0.07,77631001.22,34462982.42,6021117.92,6879325.16,26616313.5
P0244,Energy,Medium,4,0.65,194356676.14,0.24,0.37,4,0.06,0.1,82600916.26,36558936.19,2487980.47,6925890.57,32390150.39
P0245,Manufacturing,Small,5,0.37,68701544.54,0.2,0.42,1,0.08,0.08,23755483.05,18394812.79,7040290.69,2449322.06,-5188508.33
P0245,Manufacturing,Small,5,0.37,68701544.54,0.2,0.42,2,0.06,0.07,42206637.71,30604409.32,2194181.6,4913121.3,4739220.64
P0245,Manufacturing,Small,5,0.37,68701544.54,0.2,0.42,3,0.06,0.06,50837806.65,37602367.7,3223404.73,5912333.0,6098692.95
P0245,Manufacturing,Small,5,0.37,68701544.54,0.2,0.42,4,0.05,0.07,52311012.91,40074977.34,1292109.27,5629861.37,8477519.36
P0245,Manufacturing,Small,5,0.37,68701544.54,0.2,0.42,5,0.06,0.05,53325617.68,39596002.04,1099260.65,5259433.3,11047772.91
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,1,0.03,-0.0,17742504.73,11236914.17,5578085.24,1396594.36,-2034402.92
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,2,0.04,0.01,20963813.8,12884342.17,1841407.63,1766841.07,3679145.58
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,3,0.08,0.04,30255382.36,19039628.6,2579876.23,2615899.35,5131689.28
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,4,0.07,0.09,35832410.69,23530420.6,775900.66,3337934.47,7788112.99
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,5,0.07,0.03,33748340.19,20689836.36,1867778.15,3053494.34,7653023.98
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,6,0.07,0.03,31257855.58,19389681.75,1607750.22,2899854.29,7334763.4
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,7,0.05,0.03,33188608.36,19929972.76,2023340.69,2805224.25,7721064.36
P0246,Healthcare,Large,8,0.63,49362503.05,0.26,0.56,8,0.07,-0.05,30928144.61,19086169.05,682317.38,2557611.69,7857078.8
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,1,0.02,0.04,14815780.8,11548866.1,2665824.47,1684501.1,-1915135.22
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,2,0.08,0.05,24237030.28,21616071.3,1335406.28,2544997.53,-201146.14
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,3,0.05,0.04,28812959.73,24910916.16,1817258.23,3286628.17,413664.3
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,4,0.04,0.05,27187513.45,24900062.42,1806307.55,3276030.21,-50769.68
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,5,0.04,-0.01,25003922.43,20851321.8,1592267.36,2811478.5,2028183.67
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,6,0.06,0.02,29243162.76,23521332.17,565403.65,3480842.74,3118784.9
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,7,0.06,0.05,31303207.42,27867066.62,1145703.19,3475558.82,1461000.8
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,8,0.07,0.08,31506812.28,28459592.06,1084749.15,3798238.55,877419.42
P0247,Manufacturing,Small,9,0.78,38526968.01,0.24,0.24,9,0.04,-0.02,24022180.27,21107507.6,986982.05,2512002.04,2588430.57
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,1,0.06,0.1,37621699.69,24206845.32,6761345.65,2119975.79,1284726.65
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,2,0.04,0.06,43204765.57,28564010.42,2964876.33,2976717.32,7541689.07
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,3,0.07,0.03,61511229.86,36904859.3,5628094.63,3893528.2,12062141.31
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,4,0.04,0.09,71725929.5,41549001.75,1674442.82,4857252.85,20158150.95
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,5,0.05,0.06,62973585.79,37766802.19,4162727.22,4015545.14,15216845.48
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,6,0.05,0.12,64088198.81,35125514.22,2298865.91,4094753.0,18975135.02
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,7,0.04,0.08,72218427.33,47525004.88,5193137.01,4237716.84,13359869.83
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,8,0.04,0.07,62828773.73,36091480.96,5204022.29,4154685.57,15268397.31
P0248,Energy,Large,9,0.48,101850950.03,0.24,0.55,9,0.06,0.06,75290477.09,44971429.67,1429312.23,4702078.96,21466830.45
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,1,0.05,0.07,5565639.76,5220211.4,2159316.13,470179.98,-2348030.96
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,2,0.05,0.09,6508440.13,5686730.52,879268.19,527667.55,-319427.75
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,3,0.02,0.02,9099313.08,7743040.17,897176.4,759181.34,-128160.13
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,4,0.07,0.07,10447424.97,9849593.08,492190.51,804879.38,-100330.73
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,5,0.08,0.04,9003827.11,8037488.36,360624.46,771414.24,400015.86
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,6,0.05,0.05,9898364.92,8224656.49,683032.69,789069.28,537165.2
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,7,0.04,0.05,10355717.28,8506560.85,682296.65,902986.33,557868.63
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,8,0.07,0.03,11698484.09,10714243.84,1064734.09,1047578.96,-464936.39
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,9,0.04,0.0,7797861.36,6200157.09,471750.14,594874.75,1089927.61
P0249,Manufacturing,Medium,10,0.95,17984928.94,0.26,0.18,10,0.05,0.06,9045251.22,7521455.43,414531.27,833118.81,465105.53
P0250,Manufacturing,Medium,4,0.69,87334755.2,0.26,0.71,1,0.02,0.04,19738050.76,12669668.04,6163229.83,1971386.38,-2713293.11
P0250,Manufacturing,Medium,4,0.69,87334755.2,0.26,0.71,2,0.04,0.13,19637575.7,11527041.77,1476345.73,1879490.69,4501498.1
P0250,Manufacturing,Medium,4,0.69,87334755.2,0.26,0.71,3,0.02,0.08,29012393.05,18517308.39,4377496.3,2847409.25,2381529.74
P0250,Manufacturing,Medium,4,0.69,87334755.2,0.26,0.71,4,0.06,0.08,29425376.39,19277363.19,1322912.5,2801079.08,6402003.49
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,1,0.06,0.04,45923101.23,27351313.64,15371561.59,3101757.68,-3529163.05
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,2,0.05,0.07,65923246.58,35215422.57,6920582.42,4415200.86,16205166.2
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,3,0.08,0.03,86211612.12,44041528.37,6802793.85,5391423.5,27669916.83
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,4,0.03,0.06,78979476.74,42865458.78,4495650.75,5206528.52,23165957.45
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,5,0.06,0.05,75356837.9,43245833.96,4991148.16,5243249.56,19156314.96
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,6,0.04,0.08,81931878.72,43962809.67,2580745.37,5650116.03,27839053.45
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,7,0.09,0.09,87819702.8,47205586.84,6491140.7,5539595.34,25998085.36
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,8,0.06,0.07,98777745.83,56741973.59,5093208.72,7299424.54,25725230.46
P0251,Energy,Small,9,0.62,133260505.76,0.2,0.69,9,0.09,0.11,74841153.38,38441277.54,3073470.84,4858991.08,28136518.37
P0252,Technology,Medium,4,0.74,53217297.63,0.29,0.18,1,0.07,0.05,20868336.3,10750550.82,4800142.97,1481925.84,948642.89
P0252,Technology,Medium,4,0.74,53217297.63,0.29,0.18,2,0.07,-0.02,22466863.08,12261441.24,1770599.91,1664231.54,5451080.07
P0252,Technology,Medium,4,0.74,53217297.63,0.29,0.18,3,0.06,0.01,33087249.41,17226727.29,3187745.48,2560075.23,7009896.71
P0252,Technology,Medium,4,0.74,53217297.63,0.29,0.18,4,0.06,0.0,32567213.16,16901036.82,563760.77,2578615.36,10255931.56
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,1,0.08,0.11,18283836.19,10736123.91,13203588.73,1366495.91,-9342937.44
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,2,0.06,0.07,22472220.21,12868575.38,3155078.88,1648366.17,3286316.91
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,3,0.06,0.07,29841058.4,17395402.16,2579072.11,1986203.86,6121089.3
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,4,0.07,0.09,26534139.28,17577355.72,2350109.25,1878631.06,3981773.44
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,5,0.09,0.02,35367302.33,23067020.17,1402879.17,2808098.52,6739286.75
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,6,0.02,0.1,30073607.45,18499061.78,1610039.04,2352666.64,7203502.1
P0253,Energy,Medium,7,0.64,82434476.46,0.28,0.1,7,0.07,0.13,36988069.47,22070669.43,1552936.92,2964811.55,8217637.91
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,1,0.05,0.07,44844339.87,26549043.84,32914866.73,4028217.29,-22491233.09
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,2,0.04,0.08,97761534.75,61069968.12,3786839.56,8536225.43,19911542.49
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,3,0.04,0.03,81198726.16,47251129.76,9308142.23,6978198.61,18820812.39
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,4,0.03,0.02,100721641.0,57044988.49,15008784.72,8952583.39,16900574.55
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,5,0.04,0.03,95635113.24,57802667.86,6520868.64,9242668.57,22182081.13
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,6,0.03,-0.0,90343208.62,57347450.52,3157777.76,7422637.96,23700841.3
P0254,Energy,Medium,7,0.76,230893825.08,0.22,0.47,7,0.06,0.07,116526108.69,65001256.13,2024682.45,9746910.65,36246306.19
P0255,Healthcare,Medium,4,0.48,97475548.44,0.19,0.46,1,0.02,0.03,30820512.94,17905116.06,11517085.59,1509381.88,-2598224.9
P0255,Healthcare,Medium,4,0.48,97475548.44,0.19,0.46,2,0.09,0.12,58608870.68,33701271.43,4722882.92,3350824.2,14178205.25
P0255,Healthcare,Medium,4,0.48,97475548.44,0.19,0.46,3,0.07,0.04,60450692.08,32727676.04,1802404.36,3390047.51,21285373.79
P0255,Healthcare,Medium,4,0.48,97475548.44,0.19,0.46,4,0.06,0.05,65413308.17,36492627.51,1821199.82,3468916.34,22289237.34
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,1,0.07,0.05,79606498.6,61562099.39,14812757.81,11176007.62,-11242782.22
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,2,0.06,0.08,92864712.16,71763800.73,6973018.25,12956057.52,8400109.73
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,3,0.02,0.08,105305379.01,78226433.91,6365567.74,14553283.95,13160966.77
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,4,0.02,0.08,131367551.6,96369788.91,10688440.16,16009315.79,14879840.36
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,5,0.09,0.09,130192054.76,95976746.62,6945241.38,17500931.14,19468603.97
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,6,0.09,0.05,164116330.47,125454508.36,10669072.12,22209840.11,14696492.32
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,7,0.06,0.06,122612547.02,84354390.26,9029865.16,16772741.51,26636634.32
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,8,0.08,0.07,105023640.65,82963394.37,4537846.76,14156926.99,15515291.63
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,9,0.04,0.03,116411756.36,84540899.32,8166694.05,15928981.18,15239179.74
P0256,Infrastructure,Medium,10,0.57,209555888.23,0.21,0.9,10,0.06,0.11,144335827.37,109827391.81,1045804.04,17693153.34,24884779.96
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,1,0.03,0.07,13828472.28,8330074.25,1791199.11,1317629.31,943473.87
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,2,0.06,-0.02,22693264.96,14458563.68,971970.33,2050332.31,4366461.65
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,3,0.04,0.04,23673692.99,14553628.11,1202110.61,2040075.24,5775433.48
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,4,0.05,-0.0,22854128.11,14384392.31,438977.13,2010850.16,5927413.73
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,5,0.05,0.01,22394653.51,14501979.75,1536442.54,2203609.09,4618237.7
P0257,Technology,Large,6,0.42,27777873.34,0.25,0.54,6,0.05,0.04,29631448.97,18683351.11,567239.7,2493672.44,7114195.56
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,1,0.07,0.06,13061273.41,8446444.25,1789731.16,794062.97,947896.93
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,2,0.05,0.07,22336220.36,12064836.31,1329392.71,1464741.1,5970747.44
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,3,0.05,0.11,31460070.33,17171037.33,824572.26,1902591.92,9547940.59
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,4,0.03,0.07,22129011.46,12080902.05,1438249.46,1497857.99,6031232.71
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,5,0.04,0.08,37465266.47,21312482.98,888064.36,2355345.62,10979577.38
P0258,Technology,Large,6,0.57,30622667.69,0.24,0.58,6,0.09,-0.01,30578102.69,18464821.72,482518.13,2029583.48,9468883.52
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,1,0.03,0.15,54913118.21,34354506.92,13413925.38,5626995.53,-2707920.78
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,2,0.06,0.02,60823632.48,43016125.12,4552070.37,6977509.57,7480639.47
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,3,0.07,0.03,77015665.32,54675431.23,7172298.64,8258323.55,9120347.31
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,4,0.08,0.08,71048214.53,50949301.96,6668680.84,6984395.88,10780592.48
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,5,0.08,0.06,85281158.12,55183503.67,3190024.63,10287637.95,17616795.99
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,6,0.05,0.03,82368246.27,58610088.53,11100660.83,9000696.03,8733450.55
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,7,0.06,0.1,83737651.23,56650531.31,9742615.79,9296354.79,11770197.36
P0259,Energy,Large,8,0.5,196149090.83,0.21,0.23,8,0.08,0.08,88279567.96,64717562.26,835843.86,10812761.13,16564249.73
P0260,Infrastructure,Small,3,0.45,188999896.05,0.24,0.55,1,0.05,0.03,51954567.35,26109210.17,25272222.38,3544760.6,-8909259.12
P0260,Infrastructure,Small,3,0.45,188999896.05,0.24,0.55,2,0.04,0.06,62056412.74,30876851.04,8773917.2,4239576.87,14760238.58
P0260,Infrastructure,Small,3,0.45,188999896.05,0.24,0.55,3,0.06,-0.01,75367309.26,38253762.76,846869.23,5276507.41,26513019.03
P0261,Infrastructure,Small,8,0.3,147328795.85,0.2,0.4,1,0.04,0.05,41203514.01,28590072.2,8091831.4,4743152.05,-2598434.47
